book_no,charge_no,statute,description,level,degree
ASO19JBN000264,#3,784.011,SIMPLE ASSLT: INTENT THREAT TO DO VIOLENCE,M,2nd
ASO19JBN000264,#4,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO19JBN000264,#5,806.13.1b1,DAMAGE PROP-CRIM MISCH: 200 DOLS AND UNDER,M,2nd
ASO19JBN000264,#6,914.22.1,OBSTRUCTING JUSTICE: TAMPERING IN 1ST DEGREE FELONY PROCEEDING,F,1st
ASO19JBN001561,#1,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO19JBN001561,#2,784.045.1a2,AGGRAV BATTERY: PERSON USES A DEADLY WEAPON,F,2nd
ASO19JBN001561,#3,827.03.2a,CRUELTY TOWARD CHILD: AGGRAVATED CHILD ABUSE,F,1st
ASO18JBN005257,#1,777.7777.,NON-CHARGEABLE OFFENSE: INFORMATION PURPOSES ONLY,F,1st
ASO19JBN001275,#1,499.03.1,DRUGS-HEALTH OR SAFETY: POSS HARMFUL NEW LEGEND DRUG WO PRESCRIPTION,M,2nd
ASO19JBN001275,#2,893.13.6a,COCAINE-POSSESS: POSSESS COCAINE,F,3rd
ASO19JBN001275,#3,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN001275,#4,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN001275,#5,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN001275,#6,893.13.6d,DRUGS-POSSESS: POSSESSION OF A CONTROLLED SUBSTANCE,M,2nd
ASO19JBN001275,#7,893.13.6d,DRUGS-POSSESS: POSSESSION OF A CONTROLLED SUBSTANCE,M,2nd
ASO19JBN001275,#8,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN001275,#9,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN001275,#10,893.13.6d,DRUGS-POSSESS: POSSESSION OF A CONTROLLED SUBSTANCE,M,2nd
ASO19JBN001275,#11,893.13.6d,DRUGS-POSSESS: POSSESSION OF A CONTROLLED SUBSTANCE,M,2nd
ASO19JBN001275,#12,893.147.4,DRUG EQUIP-POSSESS: USE POSS MFGR PARAPHERNALIA TO TRANSPORT DRUGS,F,3rd
ASO19JBN001275,#13,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN001275,#14,893.13.6d,DRUGS-POSSESS: POSSESSION OF A CONTROLLED SUBSTANCE,M,2nd
ASO19JBN001275,#15,893.135.1b1,COCAINE-TRAFFIC: 28 GRAMS LESS THAN 150 KG COCAINE OR MIXTURE,F,1st
ASO19JBN000706,#1,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN001010,#1,812.014.3a,LARC: PETIT THEFT 2ND DEGREE 1ST OFFENSE,M,2nd
ASO19JBN000753,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN000718,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO16JBN005945,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO16JBN005945,#2,918.13,EVIDENCE-DESTROYING: TAMPER WITH OR FABRICATE PHYSICAL,F,3rd
ASO18JBN007109,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001345,#1,918.13,EVIDENCE-DESTROYING: TAMPER WITH OR FABRICATE PHYSICAL,F,3rd
ASO19JBN001345,#2,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO19JBN001345,#3,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN001345,#4,893.13.6b,MARIJUANA-POSSESS: NOT MORE THAN 20 GRAMS,M,1st
ASO19JBN001345,#5,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN001345,#6,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO19JBN001545,#1,794.011.5b,SEX ASSLT: BY 18Y OLDR VIC 18Y OLDR NO PHY FORC VIOL,F,1st
ASO19JBN001545,#2,810.02.3a,BURGL: OF DWELLING UNARMED NO ASSLT OR BATT,F,2nd
ASO19JBN001370,#1,893.13.1a1,SYNTH NARCOTIC-POSSESS: WIT SELL MFG OR DELIVER SCHEDULE I OR II,F,2nd
ASO19JBN001370,#2,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN000625,#1,812.014.3c,LARC: PETIT THEFT 2ND DEGREE 3RD SUBSQ OFFENSE,F,3rd
ASO18JBN007550,#1,810.02.3c,BURGL: OCCUPIED STRUCTURE UNARMED,F,2nd
ASO18JBN007550,#2,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO18JBN007550,#3,810.09.2b,TRESPASSING: FAIL TO LEAVE PROPERTY UPON ORDER BY OWNER,M,1st
ASO19JBN000035,#1,918.13,EVIDENCE-DESTROYING: TAMPER WITH OR FABRICATE PHYSICAL,F,3rd
ASO19JBN000035,#2,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO19JBN001062,#1,784.045.1a1,AGGRAV BATTERY: CAUSE BODILY HARM OR DISABILITY,F,2nd
ASO19JBN000937,#1,790.01.2,CARRYING CONCEALED WEAPON: UNLICENSED FIREARM,F,3rd
ASO19JBN000937,#2,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO19JBN000937,#3,831.31.1a,DANGEROUS DRUGS: SELL ETC OR POSS WIT CONTRFT SCHED I II III IV,F,3rd
ASO19JBN000937,#4,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN000937,#5,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN000937,#6,893.13.6a,COCAINE-POSSESS: POSSESS COCAINE,F,3rd
ASO19JBN000937,#7,893.13.6b,MARIJUANA-POSSESS: NOT MORE THAN 20 GRAMS,M,1st
ASO19JBN000937,#8,893.13.6c,SYNTH NARCOTIC-POSSESS: OVER 10 GRAMS SCHEDULE I,F,1st
ASO19JBN000937,#9,893.13.7c,DANGEROUS DRUGS: KEEP SHOP OR VEH ETC FOR DRUGS SUBSQ VIOL,F,3rd
ASO19JBN000937,#10,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO18JBN004795,#1,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO18JBN004795,#2,893.13.6a,COCAINE-POSSESS: POSSESS COCAINE,F,3rd
ASO18JBN004795,#3,893.13.6b,MARIJUANA-POSSESS: NOT MORE THAN 20 GRAMS,M,1st
ASO17JBN008268,#1,322.212.1,POSSESS COUNTERFEITED: DRIVERS LICENSE OR ID CARD,F,3rd
ASO17JBN008268,#2,322.212.1,POSSESS COUNTERFEITED: DRIVERS LICENSE OR ID CARD,F,3rd
ASO17JBN008268,#3,322.212.1,POSSESS COUNTERFEITED: DRIVERS LICENSE OR ID CARD,F,3rd
ASO17JBN008268,#4,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#5,817.60.6a,FORGERY OF: FALSELY EMBOSS OR ALTER CREDIT CARD,F,3rd
ASO17JBN008268,#6,817.611.2c,PASS COUNTERFEITED: TRAFF POSS 50 OR MORE COUNTERFEIT CREDIT CARDS,F,1st
ASO17JBN008268,#7,817.625.2a2,FRAUD: REENCODE INFO PAYMNT CARD ON DIFF CARD 1ST OFF,F,3rd
ASO17JBN008268,#8,893.13.6b,MARIJUANA-POSSESS: NOT MORE THAN 20 GRAMS,M,1st
ASO17JBN008268,#9,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO17JBN008268,#10,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#11,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#12,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#13,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#14,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#15,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#16,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#17,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#18,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#19,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#20,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#21,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#22,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#23,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#24,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#25,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#26,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#27,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#28,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#29,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#30,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#31,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#32,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#33,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#34,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#35,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#36,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#37,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#38,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#39,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#40,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#41,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#42,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#43,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#44,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#45,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#46,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#47,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#48,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#49,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#50,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#51,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#52,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#53,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#54,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#55,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#56,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#57,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#58,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#59,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#60,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#61,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#62,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#63,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#64,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#65,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#66,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#67,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#68,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#69,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#70,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#71,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#72,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#73,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#74,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#75,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#76,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#77,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#78,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#79,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#80,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#81,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#82,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#83,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#84,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#85,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#86,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#87,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#88,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#89,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#90,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#91,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#92,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#93,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#94,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#95,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#96,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#97,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#98,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#99,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#100,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#101,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#102,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#103,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#104,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#105,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#106,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#107,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#108,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#109,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#110,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#111,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#112,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#113,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#114,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#115,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#116,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#117,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#118,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#119,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#120,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#121,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#122,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#123,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#124,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#125,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#126,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#127,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#128,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#129,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#130,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#131,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#132,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#133,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#134,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#135,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#136,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#137,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#138,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#139,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#140,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#141,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#142,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#143,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#144,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#145,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#146,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#147,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#148,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#149,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#150,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#151,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#152,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#153,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#154,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#155,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#156,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#157,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
ASO17JBN008268,#158,817.568.2a,FRAUD-IMPERSON: USE POSS ID OF ANOTHER PERSON WO CONSENT,F,3rd
